Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand RGD ID,Receptor RGD ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000049,Ahsg Insr,Ahsg,Insr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Ahsg%20Insr-based-on-Pubmed-ID-7906861-in-rat,"Ahsg (AI599402, Aa2-066, BSP, pp63)","Insr (AU048528, BF390301, D12Arb12, D12Rat56, D12Wox26, D12Wox28, PMC152262P1, IR)",RGD:2075,RGD:2917,ENSRNOG00000038370,ENSRNOG00000029986,"AHSG (FETUA, A2HS, HSGA)",INSR (CD220),secreted,cell membrane
CDB15:0000050,Alb Lrp2,Alb,Lrp2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Alb%20Lrp2-based-on-Pubmed-ID-8898021-in-rat,"Alb (Alb1, D14Arb4, D14Mit7, D14Wox10, D14Wox11, PMC275467P2, PMC86057P4, UniSTS:465369, Alb1)","Lrp2 (D3Rat239, RH140983, UniSTS:485602, LRP-2, gp330)",RGD:2085,RGD:68407,ENSRNOG00000002911,ENSRNOG00000056184,ALB,"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000051,Amh Amhr2,Amh,Amhr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Amh%20Amhr2-based-on-Pubmed-ID-34155118-in-rat,"Amh (PMC203309P1, UniSTS:547550, MIS)","Amhr2 (RH139391, RH139894, C14, MRII)",RGD:2108,RGD:70964,ENSRNOG00000019377,ENSRNOG00000014850,"AMH (MIF, MIS)","AMHR2 (MISR2, MISRII)",secreted,cell membrane
CDB15:0000052,Amh Egfr,Amh,Egfr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Amh%20Egfr-based-on-Pubmed-ID-8596488-in-rat,"Amh (PMC203309P1, UniSTS:547550, MIS)","Egfr (AA996669, BF396931, D14Rat21, RH142192, X78987, ERBB1, ErbB-1, Errp)",RGD:2108,RGD:2543,ENSRNOG00000019377,ENSRNOG00000004332,"AMH (MIF, MIS)","EGFR (ERBB, ERBB1, ERRP)",secreted,cell membrane
CDB15:0000053,Angpt1 Itga5,Angpt1,Itga5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Itga5-based-on-Pubmed-ID-15781448-in-rat,"Angpt1 (Angpt1, BE113273, PMC316637P2, Agpt, Agpt1, Ang-1, LOC360422)","Itga5 (Itga5_mapped, Itga5_retired)",RGD:628896,RGD:2925,ENSRNOG00000005854,ENSRNOG00000057451,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB15:0000054,Angpt1 Itgb1,Angpt1,Itgb1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Itgb1-based-on-Pubmed-ID-15690488,%2015781448,%2019379779-in-rat","Angpt1 (Angpt1, BE113273, PMC316637P2, Agpt, Agpt1, Ang-1, LOC360422)","Itgb1 (AU048052, Itgb1, RH138141, UniSTS:256618, LOC102556297)",RGD:628896,RGD:2927,ENSRNOG00000005854,ENSRNOG00000010966,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000055,Angpt1 Tek,Angpt1,Tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Tek-based-on-Pubmed-ID-12427764,%208980223,%208980224,%209723709-in-rat","Angpt1 (Angpt1, BE113273, PMC316637P2, Agpt, Agpt1, Ang-1, LOC360422)","Tek (D5Lev12, D5Uwm29, RH137123, RH138516, RH138553, Tie-2, Tie2)",RGD:628896,RGD:620980,ENSRNOG00000005854,ENSRNOG00000008587,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000056,Angpt1 Tie1,Angpt1,Tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt1%20Tie1-based-on-Pubmed-ID-11172728,%2015851516-in-rat","Angpt1 (Angpt1, BE113273, PMC316637P2, Agpt, Agpt1, Ang-1, LOC360422)","Tie1 (RH137377, UniSTS:498727)",RGD:628896,RGD:621642,ENSRNOG00000005854,ENSRNOG00000020173,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000057,Angpt2 Tek,Angpt2,Tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt2%20Tek-based-on-Pubmed-ID-9204896,%209723709-in-rat","Angpt2 (RH129137, RH129360, RH141778, Agpt2, Ang-2)","Tek (D5Lev12, D5Uwm29, RH137123, RH138516, RH138553, Tie-2, Tie2)",RGD:621861,RGD:620980,ENSRNOG00000016696,ENSRNOG00000008587,ANGPT2 (Ang2),"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000058,Angpt4 Tek,Angpt4,Tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt4%20Tek-based-on-Pubmed-ID-10051567,%2015284220-in-rat","Angpt4 (RH137076, Agpt4, LOC296269)","Tek (D5Lev12, D5Uwm29, RH137123, RH138516, RH138553, Tie-2, Tie2)",RGD:1307539,RGD:620980,ENSRNOG00000005008,ENSRNOG00000008587,ANGPT4,"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000059,Angpt4 Tie1,Angpt4,Tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angpt4%20Tie1-based-on-Pubmed-ID-10051567,%2015851516-in-rat","Angpt4 (RH137076, Agpt4, LOC296269)","Tie1 (RH137377, UniSTS:498727)",RGD:1307539,RGD:621642,ENSRNOG00000005008,ENSRNOG00000020173,ANGPT4,"TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000060,Angptl1 Tek,Angptl1,Tek,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angptl1%20Tek-based-on-Pubmed-ID-10051567-in-rat,Angptl1 (LOC679942),"Tek (D5Lev12, D5Uwm29, RH137123, RH138516, RH138553, Tie-2, Tie2)",RGD:1598128,RGD:620980,ENSRNOG00000004712,ENSRNOG00000008587,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000061,Angptl3 Itgav,Angptl3,Itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angptl3%20Itgav-based-on-Pubmed-ID-11877390-in-rat,"Angptl3 (RH129449, RH135495)","Itgav (D3Got143, RH140315, Cd51)",RGD:1564505,RGD:1310613,ENSRNOG00000008638,ENSRNOG00000004912,ANGPTL3 (ANGPT5),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000062,Angptl3 Itgb3,Angptl3,Itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Angptl3%20Itgb3-based-on-Pubmed-ID-11877390-in-rat,"Angptl3 (RH129449, RH135495)","Itgb3 (D10Rat140, RH144627, GPIIIa)",RGD:1564505,RGD:628868,ENSRNOG00000008638,ENSRNOG00000048449,ANGPTL3 (ANGPT5),"ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB15:0000063,Anxa1 Fpr1,Anxa1,Fpr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Anxa1%20Fpr1-based-on-Pubmed-ID-10882119-in-rat,"Anxa1 (D1Bda58, RH127656, RH129631, RH143668, RH94593, Anx1, p35)","Fpr1 (UniSTS:546772, LOC292409)",RGD:2118,RGD:1310883,ENSRNOG00000017469,ENSRNOG00000011174,"ANXA1 (ANX1, LPC1)","FPR1 (FPR, FMLP)","secreted, cell membrane",cell membrane
CDB15:0000064,Anxa1 Fpr2,Anxa1,Fpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Anxa1%20Fpr2-based-on-Pubmed-ID-12368905,%2012560218,%2016278303-in-rat","Anxa1 (D1Bda58, RH127656, RH129631, RH143668, RH94593, Anx1, p35)","Fpr2 (Alx, Fpr-rs2, Fpr2l, Fprl1, LOC690158, Lxa4r)",RGD:2118,RGD:1584013,ENSRNOG00000017469,ENSRNOG00000042605,"ANXA1 (ANX1, LPC1)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB15:0000065,Anxa1 Fpr3,Anxa1,Fpr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Anxa1%20Fpr3-based-on-Pubmed-ID-15187149-in-rat,"Anxa1 (D1Bda58, RH127656, RH129631, RH143668, RH94593, Anx1, p35)","Fpr3 (LOC292413, RGD1566044)",RGD:2118,RGD:1566044,ENSRNOG00000017469,ENSRNOG00000031331,"ANXA1 (ANX1, LPC1)","FPR3 (FPRL2, FPRH1, FMLPY, RMLP-R-I)","secreted, cell membrane",cell membrane
CDB15:0000066,Apln Aplnr,Apln,Aplnr,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apln%20Aplnr-based-on-Pubmed-ID-10617103,%2010777510,%2011336787,%2012603839,%2012939143,%2015341513,%209792798-in-rat","Apln (RH139900, Apel)","Aplnr (RH137244, UniSTS:234445, Agtrl1, Apj, B78, GPCR34)",RGD:620672,RGD:621645,ENSRNOG00000003984,ENSRNOG00000009227,"APLN (apelin, XNPEP2)","APLNR (AGTRL1, FLJ90771, APJ, APJR)",secreted,cell membrane
CDB15:0000067,Apob Ldlr,Apob,Ldlr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Ldlr-based-on-Pubmed-ID-11327878,%2012031600-in-rat","Apob (AI315052, RH130075, Aa1064, Ac1-060, Apo B-100, ApoB-100, ApoB-48)","Ldlr (RH94592, RH94809, LDLRA)",RGD:2129,RGD:2998,ENSRNOG00000005542,ENSRNOG00000009946,APOB (ApoB-100),LDLR (LDLCQ2),"secreted, cell membrane",cell membrane
CDB15:0000068,Apob Lrp2,Apob,Lrp2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Lrp2-based-on-Pubmed-ID-10330424-in-rat,"Apob (AI315052, RH130075, Aa1064, Ac1-060, Apo B-100, ApoB-100, ApoB-48)","Lrp2 (D3Rat239, RH140983, UniSTS:485602, LRP-2, gp330)",RGD:2129,RGD:68407,ENSRNOG00000005542,ENSRNOG00000056184,APOB (ApoB-100),"LRP2 (gp330, DBS)","secreted, cell membrane",cell membrane
CDB15:0000069,Apob Lrp6,Apob,Lrp6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Lrp6-based-on-Pubmed-ID-18948618-in-rat,"Apob (AI315052, RH130075, Aa1064, Ac1-060, Apo B-100, ApoB-100, ApoB-48)","Lrp6 (AU047004, AU049275, D4Rat218, Lrp6, RH133552, RH142471, LOC312781)",RGD:2129,RGD:1304749,ENSRNOG00000005542,ENSRNOG00000006338,APOB (ApoB-100),LRP6 (ADCAD2),"secreted, cell membrane",cell membrane
CDB15:0000070,Apob Olr1,Apob,Olr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apob%20Olr1-based-on-Pubmed-ID-9763524-in-rat,"Apob (AI315052, RH130075, Aa1064, Ac1-060, Apo B-100, ApoB-100, ApoB-48)","Olr1 (BI289895, D4Wox48, RH131546, LOX-1, Oldlr1, Oldr1)",RGD:2129,RGD:620515,ENSRNOG00000005542,ENSRNOG00000056219,APOB (ApoB-100),"OLR1 (LOX-1, SCARE1, CLEC8A)","secreted, cell membrane",cell membrane
CDB15:0000071,Apod Lepr,Apod,Lepr,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apod%20Lepr-based-on-Pubmed-ID-11344130-in-rat,"Apod (BE118763, BF405372, D11Rat61, RH128953, RH94864, apo-D)","Lepr (AU048762, D5Rhw23, D5Wox37, D5Wox38, D5Wox39, RH129126, RH94807, Fa, LEP-R, OB-R)",RGD:2137,RGD:3001,ENSRNOG00000048273,ENSRNOG00000023664,APOD (Apo-D),"LEPR (OBR, CD295, LEP-R, OB-R)","secreted, cell membrane",cell membrane
CDB15:0000072,Apoe Ldlr,Apoe,Ldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Ldlr-based-on-Pubmed-ID-12036962-in-rat,"Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Ldlr (RH94592, RH94809, LDLRA)",RGD:2138,RGD:2998,ENSRNOG00000018454,ENSRNOG00000009946,APOE (AD2),LDLR (LDLCQ2),secreted,cell membrane
CDB15:0000073,Apoe Lrp1,Apoe,Lrp1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp1-based-on-Pubmed-ID-22622580,%202779654,%2031677479-in-rat","Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Lrp1 (RH132158, LOC299858, LRP-1)",RGD:2138,RGD:1307535,ENSRNOG00000018454,ENSRNOG00000025053,APOE (AD2),"LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB15:0000074,Apoe Lrp2,Apoe,Lrp2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp2-based-on-Pubmed-ID-11421580-in-rat,"Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Lrp2 (D3Rat239, RH140983, UniSTS:485602, LRP-2, gp330)",RGD:2138,RGD:68407,ENSRNOG00000018454,ENSRNOG00000056184,APOE (AD2),"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000075,Apoe Lrp5,Apoe,Lrp5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp5-based-on-Pubmed-ID-9832610-in-rat,"Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Lrp5 (AF064984, Lrp5, LOC293649, MGC188568)",RGD:2138,RGD:1309329,ENSRNOG00000018454,ENSRNOG00000015911,APOE (AD2),"LRP5 (LRP7, OPPG, EVR1, LR3, BMND1, HBM, OPS, OPTA1, VBCH2, EVR4)",secreted,cell membrane
CDB15:0000076,Apoe Lrp8,Apoe,Lrp8,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Lrp8-based-on-Pubmed-ID-12167620,%2012950167-in-rat","Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Lrp8 (RH134765, LOC362558)",RGD:2138,RGD:1305729,ENSRNOG00000018454,ENSRNOG00000013064,APOE (AD2),"LRP8 (APOER2, MCI1, LRP-8, HSZ75190)",secreted,cell membrane
CDB15:0000077,Apoe Scarb1,Apoe,Scarb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Scarb1-based-on-Pubmed-ID-12138091-in-rat,"Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Scarb1 (RH130563, RH134480, Cd36l1, SR-B1, SR-BI, Srb1)",RGD:2138,RGD:2302,ENSRNOG00000018454,ENSRNOG00000000981,APOE (AD2),"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)",secreted,cell membrane
CDB15:0000078,Apoe Sorl1,Apoe,Sorl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Sorl1-based-on-Pubmed-ID-11294867-in-rat,"Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Sorl1 (BF401246, BM385009, RH133899, RH137847, LOC102547257, LOC300652, Lr11, RGD619914, SorLA)",RGD:2138,RGD:619914,ENSRNOG00000018454,ENSRNOG00000064634,APOE (AD2),"SORL1 (C11orf32, gp250, LR11, LRP9, SorLA, SorLA-1)",secreted,cell membrane
CDB15:0000079,Apoe Vldlr,Apoe,Vldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Apoe%20Vldlr-based-on-Pubmed-ID-12167620-in-rat,"Apoe (RH94459, RH94767, UniSTS:532416, apo-E)","Vldlr (09.MMHAP31FLC3.seq, RH94526, WI-18746, VLDL-R)",RGD:2138,RGD:3963,ENSRNOG00000018454,ENSRNOG00000027491,APOE (AD2),"VLDLR (CARMQ1, CHRMQ1, VLDLRCH)",secreted,cell membrane
CDB15:0000080,App Cd74,App,Cd74,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Cd74-based-on-Pubmed-ID-19849849,%2039351084-in-rat","App (APP, BE108355, BF388494, BF389056, BF403704, D11Got14, GDB:185158, GDB:185159, RH139209, RH94865, ABPP, AG)","Cd74 (RH94596, INVG34, ii)",RGD:2139,RGD:2313,ENSRNOG00000006997,ENSRNOG00000018735,"APP (AD1, alpha-sAPP)","CD74 (DHLAG, CLIP)","secreted, cell membrane",cell membrane
CDB15:0000081,App Fpr2,App,Fpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Fpr2-based-on-Pubmed-ID-11160457,%2011316806-in-rat","App (APP, BE108355, BF388494, BF389056, BF403704, D11Got14, GDB:185158, GDB:185159, RH139209, RH94865, ABPP, AG)","Fpr2 (Alx, Fpr-rs2, Fpr2l, Fprl1, LOC690158, Lxa4r)",RGD:2139,RGD:1584013,ENSRNOG00000006997,ENSRNOG00000042605,"APP (AD1, alpha-sAPP)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB15:0000082,App Gpc1,App,Gpc1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Gpc1-based-on-Pubmed-ID-15084524-in-rat,"App (APP, BE108355, BF388494, BF389056, BF403704, D11Got14, GDB:185158, GDB:185159, RH139209, RH94865, ABPP, AG)","Gpc1 (BE095670, BF390538, D9Got115, RH133623, UniSTS:498343, UniSTS:498431, HSPG M12, HSPGM12)",RGD:2139,RGD:61853,ENSRNOG00000006997,ENSRNOG00000049437,"APP (AD1, alpha-sAPP)",GPC1 (glypican),"secreted, cell membrane",cell membrane
CDB15:0000083,App Lrp1,App,Lrp1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-App%20Lrp1-based-on-Pubmed-ID-12212791,%207543026-in-rat","App (APP, BE108355, BF388494, BF389056, BF403704, D11Got14, GDB:185158, GDB:185159, RH139209, RH94865, ABPP, AG)","Lrp1 (RH132158, LOC299858, LRP-1)",RGD:2139,RGD:1307535,ENSRNOG00000006997,ENSRNOG00000025053,"APP (AD1, alpha-sAPP)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)","secreted, cell membrane",cell membrane
CDB15:0000084,Areg Egfr,Areg,Egfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Areg%20Egfr-based-on-Pubmed-ID-10085134,%202466334-in-rat","Areg (AR, SDGF)","Egfr (AA996669, BF396931, D14Rat21, RH142192, X78987, ERBB1, ErbB-1, Errp)",RGD:2149,RGD:2543,ENSRNOG00000002754,ENSRNOG00000004332,"AREG (SDGF, AREGB, AR, CRDGF)","EGFR (ERBB, ERBB1, ERRP)","secreted, cell membrane",cell membrane
CDB15:0000085,Artn Gfra1,Artn,Gfra1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Artn%20Gfra1-based-on-Pubmed-ID-9883723-in-rat,Artn,"Gfra1 (AW529053, Gfra1, RH132446, LOC100911751)",RGD:621427,RGD:2681,ENSRNOG00000019842,ENSRNOG00000017438,"ARTN (NBN, EVN, ENOVIN)","GFRA1 (GDNFRA, RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1)",secreted,cell membrane
CDB15:0000086,Artn Gfra3,Artn,Gfra3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Artn%20Gfra3-based-on-Pubmed-ID-30853893,%209883723-in-rat",Artn,"Gfra3 (D18Got34, RH128908)",RGD:621427,RGD:620502,ENSRNOG00000019842,ENSRNOG00000020309,"ARTN (NBN, EVN, ENOVIN)",GFRA3 (GFRa-3),secreted,cell membrane
CDB15:0000087,Artn Ret,Artn,Ret,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Artn%20Ret-based-on-Pubmed-ID-30853893,%209883723-in-rat",Artn,"Ret (AA859878, Ret)",RGD:621427,RGD:3556,ENSRNOG00000019842,ENSRNOG00000014751,"ARTN (NBN, EVN, ENOVIN)","RET (HSCR1, MEN2A, MTC1, MEN2B, PTC, CDHF12, RET51, CDHR16)",secreted,cell membrane
CDB15:0000088,Asip Atrn,Asip,Atrn,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Asip%20Atrn-based-on-Pubmed-ID-11137996-in-rat,"Asip (PMC151376P1, RH142058, A, ASP)","Atrn (AI101364, BF392025, D3Rat160, PMC14626P1, RH131001, RH131613)",RGD:2003,RGD:69063,ENSRNOG00000017701,ENSRNOG00000021240,"ASIP (AGTIL, ASP)","ATRN (DPPT-L, MGCA)",secreted,cell membrane
CDB15:0000089,Asip Mc1r,Asip,Mc1r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Asip%20Mc1r-based-on-Pubmed-ID-9058374-in-rat,"Asip (PMC151376P1, RH142058, A, ASP)","Mc1r (AC132057.1, LOC292083)",RGD:2003,RGD:1312046,ENSRNOG00000017701,ENSRNOG00000074229,"ASIP (AGTIL, ASP)",MC1R (MSH-R),secreted,cell membrane
CDB15:0000090,Asip Mc2r,Asip,Mc2r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Asip%20Mc2r-based-on-Pubmed-ID-9058374-in-rat,"Asip (PMC151376P1, RH142058, A, ASP)",Mc2r (Mc2r),RGD:2003,RGD:628649,ENSRNOG00000017701,ENSRNOG00000072071,"ASIP (AGTIL, ASP)",MC2R (ACTHR),secreted,cell membrane
CDB15:0000091,Asip Mc3r,Asip,Mc3r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Asip%20Mc3r-based-on-Pubmed-ID-9058374-in-rat,"Asip (PMC151376P1, RH142058, A, ASP)","Mc3r (UniSTS:484941, MC3-R)",RGD:2003,RGD:3056,ENSRNOG00000017701,ENSRNOG00000004451,"ASIP (AGTIL, ASP)",MC3R (MC3),secreted,cell membrane
CDB15:0000092,Asip Mc4r,Asip,Mc4r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Asip%20Mc4r-based-on-Pubmed-ID-9058374-in-rat,"Asip (PMC151376P1, RH142058, A, ASP)","Mc4r (D18Wox11, MC4R, PMC314306P3, RH94805, MC4-R)",RGD:2003,RGD:3057,ENSRNOG00000017701,ENSRNOG00000018692,"ASIP (AGTIL, ASP)",MC4R,secreted,cell membrane
CDB15:0000093,Asip Mc5r,Asip,Mc5r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Asip%20Mc5r-based-on-Pubmed-ID-9058374-in-rat,"Asip (PMC151376P1, RH142058, A, ASP)","Mc5r (RH142200, RH94550, MC5-R)",RGD:2003,RGD:3058,ENSRNOG00000017701,ENSRNOG00000016685,"ASIP (AGTIL, ASP)",MC5R,secreted,cell membrane
CDB15:0000094,Avp Avpr1a,Avp,Avpr1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Avpr1a-based-on-Pubmed-ID-10519430,%2010780976,%2010866830,%2012446593,%2015084136,%201560825,%2016158071,%208106369,%209264324,%209322919,%209334232,%209459574,%209864265,%209884074-in-rat","Avp (D3Mgh22, ADH, AVP-NPII, DI, VP, Vas)","Avpr1a (D4Mgh5, D7Arb17, D7Wox36, RH140183, AVPR, MGC108538, V1a, V1aR)",RGD:2184,RGD:2185,ENSRNOG00000021229,ENSRNOG00000004400,"AVP (ARVP, ADH)",AVPR1A (AVPR1),secreted,cell membrane
CDB15:0000095,Avp Avpr1b,Avp,Avpr1b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Avpr1b-based-on-Pubmed-ID-10519430,%2010780976,%2012446593,%2015084136,%2016158071,%207929452,%209264324,%209322919,%209459574,%209864265,%209884074-in-rat","Avp (D3Mgh22, ADH, AVP-NPII, DI, VP, Vas)",Avpr1b (LOC100909648),RGD:2184,RGD:6502812,ENSRNOG00000021229,ENSRNOG00000048522,"AVP (ARVP, ADH)","AVPR1B (AVPR3, V1bR, VPR3)",secreted,cell membrane
CDB15:0000096,Avp Avpr2,Avp,Avpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Avpr2-based-on-Pubmed-ID-10519430,%2010780976,%2011012895,%2012446593,%2015084136,%2016158071,%207774575,%209264324,%209322919,%209459574,%209864265,%209884074-in-rat","Avp (D3Mgh22, ADH, AVP-NPII, DI, VP, Vas)","Avpr2 (REN88106, RH127646, AVPR V2, V2R)",RGD:2184,RGD:2186,ENSRNOG00000021229,ENSRNOG00000059862,"AVP (ARVP, ADH)","AVPR2 (DIR3, DIR, V2R)",secreted,cell membrane
CDB15:0000097,Avp Oxtr,Avp,Oxtr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Avp%20Oxtr-based-on-Pubmed-ID-12446593,%2015084136,%2016158071,%208955347-in-rat","Avp (D3Mgh22, ADH, AVP-NPII, DI, VP, Vas)","Oxtr (AU047790, Oxtr, PMC170950P1, OT-R, OTR, OTR1)",RGD:2184,RGD:3239,ENSRNOG00000021229,ENSRNOG00000005806,"AVP (ARVP, ADH)",OXTR (OTR),secreted,cell membrane
