Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand ZFIN ID,Receptor ZFIN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Ligand Location,Receptor Location
CDB15:0000046,agt agtr2,agt,agtr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-agt%20agtr2-based-on-Pubmed-ID-17138938,%2021464395,%202775266,%2037540598,%208185599-in-zebrafish","agt (angiotensinogen, wu:fb62f06), agt (angiotensinogen, wu:fj87b02), agt (angiotensinogen, zgc:111892)","agtr2 (angiotensin II receptor, type 2, zgc:113016)",ZDB-GENE-030131-1205,ZDB-GENE-050306-56,ENSDARG00000016412,ENSDARG00000035552,secreted,cell membrane
CDB15:0000047,agt lrp2a,agt,lrp2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-agt%20lrp2a-based-on-Pubmed-ID-15467006-in-zebrafish,"agt (angiotensinogen, wu:fb62f06), agt (angiotensinogen, wu:fj87b02), agt (angiotensinogen, zgc:111892)","lrp2a (low density lipoprotein receptor-related protein 2a, gp330b), lrp2a (low density lipoprotein receptor-related protein 2a, im:680590), lrp2a (low density lipoprotein receptor-related protein 2a, lrp2), lrp2a (low density lipoprotein receptor-related protein 2a, megalin)",ZDB-GENE-030131-1205,ZDB-GENE-050119-2,ENSDARG00000016412,ENSDARG00000102506,secreted,cell membrane
CDB15:0000049,ahsg1 insra,ahsg1,insra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ahsg1%20insra-based-on-Pubmed-ID-7906861-in-zebrafish,"ahsg1 (alpha-2-HS-glycoprotein 1, ahsg), ahsg1 (alpha-2-HS-glycoprotein 1, wu:fb63g02), ahsg1 (alpha-2-HS-glycoprotein 1, zgc:103687)","insra (insulin receptor a, IRa)",ZDB-GENE-041114-50,ZDB-GENE-020503-3,ENSDARG00000026764,ENSDARG00000011948,secreted,cell membrane
CDB15:0000050,gc lrp2a,gc,lrp2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-gc%20lrp2a-based-on-Pubmed-ID-8898021-in-zebrafish,"gc (GC vitamin D binding protein, dbp), gc (GC vitamin D binding protein, zgc:110389), gc (GC vitamin D binding protein, zgc:92753)","lrp2a (low density lipoprotein receptor-related protein 2a, gp330b), lrp2a (low density lipoprotein receptor-related protein 2a, im:680590), lrp2a (low density lipoprotein receptor-related protein 2a, lrp2), lrp2a (low density lipoprotein receptor-related protein 2a, megalin)",ZDB-GENE-040718-307,ZDB-GENE-050119-2,ENSDARG00000089310,ENSDARG00000102506,secreted,cell membrane
CDB15:0000051,amh bmpr2a,amh,bmpr2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-amh%20bmpr2a-based-on-Pubmed-ID-34155118-in-zebrafish,amh,bmpr2a,ZDB-GENE-050706-192,ZDB-GENE-070618-1,ENSDARG00000014357,ENSDARG00000011941,secreted,cell membrane
CDB15:0000052,amh egfra,amh,egfra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-amh%20egfra-based-on-Pubmed-ID-8596488-in-zebrafish,amh,"egfra (epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian), egfr), egfra (epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian), erbb1a)",ZDB-GENE-050706-192,ZDB-GENE-030918-1,ENSDARG00000014357,ENSDARG00000013847,secreted,cell membrane
CDB15:0000053,angpt1 itga5,angpt1,itga5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20itga5-based-on-Pubmed-ID-15781448-in-zebrafish,"angpt1 (angiopoietin 1, ang1), angpt1 (angiopoietin 1, wu:fc76g06)","itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), before eight), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), bfe), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), sb:cb665), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), wu:fe02h07)",ZDB-GENE-010817-1,ZDB-GENE-031116-52,ENSDARG00000030364,ENSDARG00000006353,secreted,cell membrane
CDB15:0000054,angpt1 itgb1a,angpt1,itgb1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20itgb1a-based-on-Pubmed-ID-15690488,%2015781448,%2019379779-in-zebrafish","angpt1 (angiopoietin 1, ang1), angpt1 (angiopoietin 1, wu:fc76g06)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-010817-1,ZDB-GENE-060803-2,ENSDARG00000030364,ENSDARG00000071863,secreted,cell membrane
CDB15:0000055,angpt1 tek,angpt1,tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20tek-based-on-Pubmed-ID-12427764,%208980223,%208980224,%209723709-in-zebrafish","angpt1 (angiopoietin 1, ang1), angpt1 (angiopoietin 1, wu:fc76g06)","tek (TEK tyrosine kinase, endothelial, tie-2), tek (TEK tyrosine kinase, endothelial, tie2)",ZDB-GENE-010817-1,ZDB-GENE-990415-56,ENSDARG00000030364,ENSDARG00000028663,secreted,cell membrane
CDB15:0000056,angpt1 tie1,angpt1,tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20tie1-based-on-Pubmed-ID-11172728,%2015851516-in-zebrafish","angpt1 (angiopoietin 1, ang1), angpt1 (angiopoietin 1, wu:fc76g06)","tie1 (tyrosine kinase with immunoglobulin-like and EGF-like domains 1, sb:eu718), tie1 (tyrosine kinase with immunoglobulin-like and EGF-like domains 1, tie-1)",ZDB-GENE-010817-1,ZDB-GENE-990415-55,ENSDARG00000030364,ENSDARG00000004105,secreted,cell membrane
CDB15:0000057,angpt2a tek,angpt2a,tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt2a%20tek-based-on-Pubmed-ID-9204896,%209723709-in-zebrafish",angpt2a,"tek (TEK tyrosine kinase, endothelial, tie-2), tek (TEK tyrosine kinase, endothelial, tie2)",ZDB-GENE-121101-1,ZDB-GENE-990415-56,ENSDARG00000014946,ENSDARG00000028663,secreted,cell membrane
CDB15:0000058,angpt4 tek,angpt4,tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt4%20tek-based-on-Pubmed-ID-10051567,%2015284220-in-zebrafish",angpt4,"tek (TEK tyrosine kinase, endothelial, tie-2), tek (TEK tyrosine kinase, endothelial, tie2)",ZDB-GENE-110104-1,ZDB-GENE-990415-56,ENSDARG00000076787,ENSDARG00000028663,secreted,cell membrane
CDB15:0000059,angpt4 tie1,angpt4,tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt4%20tie1-based-on-Pubmed-ID-10051567,%2015851516-in-zebrafish",angpt4,"tie1 (tyrosine kinase with immunoglobulin-like and EGF-like domains 1, sb:eu718), tie1 (tyrosine kinase with immunoglobulin-like and EGF-like domains 1, tie-1)",ZDB-GENE-110104-1,ZDB-GENE-990415-55,ENSDARG00000076787,ENSDARG00000004105,secreted,cell membrane
CDB15:0000060,angptl1a tek,angptl1a,tek,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angptl1a%20tek-based-on-Pubmed-ID-10051567-in-zebrafish,"angptl1a (angiopoietin-like 1a, angptl1), angptl1a (angiopoietin-like 1a, si:ch211-195o19.1)","tek (TEK tyrosine kinase, endothelial, tie-2), tek (TEK tyrosine kinase, endothelial, tie2)",ZDB-GENE-040724-269,ZDB-GENE-990415-56,ENSDARG00000012071,ENSDARG00000028663,secreted,cell membrane
CDB15:0000061,angptl3 itgav,angptl3,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angptl3%20itgav-based-on-Pubmed-ID-11877390-in-zebrafish,"angptl3 (angiopoietin-like 3, fb60e11), angptl3 (angiopoietin-like 3, fb66h02), angptl3 (angiopoietin-like 3, wu:fb60e11), angptl3 (angiopoietin-like 3, wu:fb66h02)","itgav (integrin, alpha V, zgc:136222)",ZDB-GENE-010817-3,ZDB-GENE-060616-382,ENSDARG00000044365,ENSDARG00000006314,secreted,cell membrane
CDB15:0000062,angptl3 itgb3b,angptl3,itgb3b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angptl3%20itgb3b-based-on-Pubmed-ID-11877390-in-zebrafish,"angptl3 (angiopoietin-like 3, fb60e11), angptl3 (angiopoietin-like 3, fb66h02), angptl3 (angiopoietin-like 3, wu:fb60e11), angptl3 (angiopoietin-like 3, wu:fb66h02)","itgb3b (integrin beta 3b, integrin beta 3.1), itgb3b (integrin beta 3b, itgb3.1)",ZDB-GENE-010817-3,ZDB-GENE-071207-2,ENSDARG00000044365,ENSDARG00000045070,secreted,cell membrane
CDB15:0000063,anxa1a fpr1,anxa1a,fpr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-anxa1a%20fpr1-based-on-Pubmed-ID-10882119-in-zebrafish,"anxa1a (annexin A1a, wu:fa01d11), anxa1a (annexin A1a, wu:fa05d11), anxa1a (annexin A1a, wu:fk69h01)",fpr1,ZDB-GENE-030131-6664,ZDB-GENE-121227-2,ENSDARG00000026726,ENSDARG00000042984,"secreted, cell membrane",cell membrane
CDB15:0000064,anxa1a si:ch211-137j23.9,anxa1a,si:ch211-137j23.9,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-anxa1a%20si:ch211-137j23.9-based-on-Pubmed-ID-12368905,%2012560218,%2016278303-in-zebrafish","anxa1a (annexin A1a, wu:fa01d11), anxa1a (annexin A1a, wu:fa05d11), anxa1a (annexin A1a, wu:fk69h01)",si:ch211-137j23.9,ZDB-GENE-030131-6664,ZDB-GENE-131127-346,ENSDARG00000026726,ENSDARG00000097250,"secreted, cell membrane",cell membrane
CDB15:0000065,anxa1a si:ch211-137j23.9,anxa1a,si:ch211-137j23.9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-anxa1a%20si:ch211-137j23.9-based-on-Pubmed-ID-15187149-in-zebrafish,"anxa1a (annexin A1a, wu:fa01d11), anxa1a (annexin A1a, wu:fa05d11), anxa1a (annexin A1a, wu:fk69h01)",si:ch211-137j23.9,ZDB-GENE-030131-6664,ZDB-GENE-131127-346,ENSDARG00000026726,ENSDARG00000097250,"secreted, cell membrane",cell membrane
CDB15:0000066,apln aplnra,apln,aplnra,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apln%20aplnra-based-on-Pubmed-ID-10617103,%2010777510,%2011336787,%2012603839,%2012939143,%2015341513,%209792798-in-zebrafish",apln,"aplnra (apelin receptor a, agtrl1a), aplnra (apelin receptor a, APLNR2a), aplnra (apelin receptor a, msr), aplnra (apelin receptor a, zgc:152843)",ZDB-GENE-070521-8,ZDB-GENE-060929-512,ENSDARG00000053279,ENSDARG00000002172,secreted,cell membrane
CDB15:0000067,apoba ldlra,apoba,ldlra,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoba%20ldlra-based-on-Pubmed-ID-11327878,%2012031600-in-zebrafish","apoba (apolipoprotein Ba, apob), apoba (apolipoprotein Ba, im:6911942), apoba (apolipoprotein Ba, wu:fb30e06), apoba (apolipoprotein Ba, zmp:0000000614)","ldlra (low density lipoprotein receptor a, ldlr)",ZDB-GENE-070702-4,ZDB-GENE-031217-1,ENSDARG00000042780,ENSDARG00000029476,"secreted, cell membrane",cell membrane
CDB15:0000068,apoba lrp2a,apoba,lrp2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoba%20lrp2a-based-on-Pubmed-ID-10330424-in-zebrafish,"apoba (apolipoprotein Ba, apob), apoba (apolipoprotein Ba, im:6911942), apoba (apolipoprotein Ba, wu:fb30e06), apoba (apolipoprotein Ba, zmp:0000000614)","lrp2a (low density lipoprotein receptor-related protein 2a, gp330b), lrp2a (low density lipoprotein receptor-related protein 2a, im:680590), lrp2a (low density lipoprotein receptor-related protein 2a, lrp2), lrp2a (low density lipoprotein receptor-related protein 2a, megalin)",ZDB-GENE-070702-4,ZDB-GENE-050119-2,ENSDARG00000042780,ENSDARG00000102506,"secreted, cell membrane",cell membrane
CDB15:0000069,apoba lrp6,apoba,lrp6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoba%20lrp6-based-on-Pubmed-ID-18948618-in-zebrafish,"apoba (apolipoprotein Ba, apob), apoba (apolipoprotein Ba, im:6911942), apoba (apolipoprotein Ba, wu:fb30e06), apoba (apolipoprotein Ba, zmp:0000000614)",lrp6,ZDB-GENE-070702-4,ZDB-GENE-090821-1,ENSDARG00000042780,ENSDARG00000100143,"secreted, cell membrane",cell membrane
CDB15:0000070,apoba si:dkey-26c10.5,apoba,si:dkey-26c10.5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoba%20si:dkey-26c10.5-based-on-Pubmed-ID-9763524-in-zebrafish,"apoba (apolipoprotein Ba, apob), apoba (apolipoprotein Ba, im:6911942), apoba (apolipoprotein Ba, wu:fb30e06), apoba (apolipoprotein Ba, zmp:0000000614)","si:dkey-26c10.5 (si:dkey-26c10.5, wu:fq38b10)",ZDB-GENE-070702-4,ZDB-GENE-060607-13,ENSDARG00000042780,ENSDARG00000088023,"secreted, cell membrane",cell membrane
CDB15:0000071,apodb lepr,apodb,lepr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apodb%20lepr-based-on-Pubmed-ID-11344130-in-zebrafish,"apodb (apolipoprotein Db, zgc:123339)","lepr (leptin receptor, obr)",ZDB-GENE-051023-8,ZDB-GENE-080104-1,ENSDARG00000057437,ENSDARG00000070961,"secreted, cell membrane",cell membrane
CDB15:0000072,apoeb ldlra,apoeb,ldlra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20ldlra-based-on-Pubmed-ID-12036962-in-zebrafish,"apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","ldlra (low density lipoprotein receptor a, ldlr)",ZDB-GENE-980526-368,ZDB-GENE-031217-1,ENSDARG00000040295,ENSDARG00000029476,secreted,cell membrane
CDB15:0000073,apoeb lrp1ab,apoeb,lrp1ab,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20lrp1ab-based-on-Pubmed-ID-22622580,%202779654,%2031677479-in-zebrafish","apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","lrp1ab (low density lipoprotein receptor-related protein 1Ab, fk86b07), lrp1ab (low density lipoprotein receptor-related protein 1Ab, lrp1), lrp1ab (low density lipoprotein receptor-related protein 1Ab, lrp1b), lrp1ab (low density lipoprotein receptor-related protein 1Ab, si:ch73-60e21.3), lrp1ab (low density lipoprotein receptor-related protein 1Ab, wu:fk86b07)",ZDB-GENE-980526-368,ZDB-GENE-030131-7126,ENSDARG00000040295,ENSDARG00000029146,secreted,cell membrane
CDB15:0000074,apoeb lrp2a,apoeb,lrp2a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20lrp2a-based-on-Pubmed-ID-11421580-in-zebrafish,"apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","lrp2a (low density lipoprotein receptor-related protein 2a, gp330b), lrp2a (low density lipoprotein receptor-related protein 2a, im:680590), lrp2a (low density lipoprotein receptor-related protein 2a, lrp2), lrp2a (low density lipoprotein receptor-related protein 2a, megalin)",ZDB-GENE-980526-368,ZDB-GENE-050119-2,ENSDARG00000040295,ENSDARG00000102506,secreted,cell membrane
CDB15:0000075,apoeb lrp5,apoeb,lrp5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20lrp5-based-on-Pubmed-ID-9832610-in-zebrafish,"apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","lrp5 (low density lipoprotein receptor-related protein 5, LRP6)",ZDB-GENE-980526-368,ZDB-GENE-050518-2,ENSDARG00000040295,ENSDARG00000006921,secreted,cell membrane
CDB15:0000076,apoeb lrp8,apoeb,lrp8,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20lrp8-based-on-Pubmed-ID-12167620,%2012950167-in-zebrafish","apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","lrp8 (low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, apoer2), lrp8 (low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, im:7145907), lrp8 (low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, si:dkeyp-63d11.7)",ZDB-GENE-980526-368,ZDB-GENE-050506-134,ENSDARG00000040295,ENSDARG00000070074,secreted,cell membrane
CDB15:0000077,apoeb scarb1,apoeb,scarb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20scarb1-based-on-Pubmed-ID-12138091-in-zebrafish,"apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","scarb1 (scavenger receptor class B, member 1, cb1015)",ZDB-GENE-980526-368,ZDB-GENE-031126-1,ENSDARG00000040295,ENSDARG00000101557,secreted,cell membrane
CDB15:0000078,apoeb sorl1,apoeb,sorl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20sorl1-based-on-Pubmed-ID-11294867-in-zebrafish,"apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","sorl1 (sortilin-related receptor, L(DLR class) A repeats containing, im:7135957)",ZDB-GENE-980526-368,ZDB-GENE-050208-22,ENSDARG00000040295,ENSDARG00000013892,secreted,cell membrane
CDB15:0000079,apoeb vldlr,apoeb,vldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoeb%20vldlr-based-on-Pubmed-ID-12167620-in-zebrafish,"apoeb (apolipoprotein Eb, apoe), apoeb (apolipoprotein Eb, ApoE-2), apoeb (apolipoprotein Eb, cb82), apoeb (apolipoprotein Eb, hm:zeh1311), apoeb (apolipoprotein Eb, wu:fa03d06), apoeb (apolipoprotein Eb, wu:fa97a11), apoeb (apolipoprotein Eb, wu:fc95h12), apoeb (apolipoprotein Eb, wu:fj54e06), apoeb (apolipoprotein Eb, zeh1311)","vldlr (very low density lipoprotein receptor, lr8), vldlr (very low density lipoprotein receptor, zgc:55792)",ZDB-GENE-980526-368,ZDB-GENE-040426-803,ENSDARG00000040295,ENSDARG00000006257,secreted,cell membrane
CDB15:0000080,appb cd74a,appb,cd74a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-appb%20cd74a-based-on-Pubmed-ID-19849849,%2039351084-in-zebrafish","appb (amyloid beta (A4) precursor protein b, wu:fc43a03), appb (amyloid beta (A4) precursor protein b, zgc:92771)","cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, iclp1), cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, Iclp-1), cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, MHC II), cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, wu:fb11f09), cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, wu:fb12a01), cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, wu:fb13d06), cd74a (CD74 molecule, major histocompatibility complex, class II invariant chain a, wu:fk94e07)",ZDB-GENE-020220-1,ZDB-GENE-000901-1,ENSDARG00000055543,ENSDARG00000009087,"secreted, cell membrane",cell membrane
