Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XEN ID,Receptor XEN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000055,angpt1 tek,angpt1,tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20tek-based-on-Pubmed-ID-12427764,%208980223,%208980224,%209723709-in-frog","angpt1 (ang1, ang-1)","tek (tie2, tie-2, Xtie2)",XB-GENE-488130,XB-GENE-483684,ENSXETG00000003598,ENSXETG00000009382,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000056,angpt1 tie1,angpt1,tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20tie1-based-on-Pubmed-ID-11172728,%2015851516-in-frog","angpt1 (ang1, ang-1)",tie1 (LOC108715544),XB-GENE-488130,XB-GENE-922217,ENSXETG00000003598,ENSXETG00000009580,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000057,angpt2 tek,angpt2,tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt2%20tek-based-on-Pubmed-ID-9204896,%209723709-in-frog","angpt2 (ang2, ang-2)","tek (tie2, tie-2, Xtie2)",XB-GENE-487765,XB-GENE-483684,ENSXETG00000035935,ENSXETG00000009382,ANGPT2 (Ang2),"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000058,angpt1 tek,angpt1,tek,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20tek-based-on-Pubmed-ID-10051567,%2015284220-in-frog","angpt1 (ang1, ang-1)","tek (tie2, tie-2, Xtie2)",XB-GENE-488130,XB-GENE-483684,ENSXETG00000003598,ENSXETG00000009382,ANGPT4,"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000059,angpt1 tie1,angpt1,tie1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angpt1%20tie1-based-on-Pubmed-ID-10051567,%2015851516-in-frog","angpt1 (ang1, ang-1)",tie1 (LOC108715544),XB-GENE-488130,XB-GENE-922217,ENSXETG00000003598,ENSXETG00000009580,ANGPT4,"TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000060,angptl1 tek,angptl1,tek,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angptl1%20tek-based-on-Pubmed-ID-10051567-in-frog,"angptl1 (ang3, arp1, angy, angpt3)","tek (tie2, tie-2, Xtie2)",XB-GENE-482123,XB-GENE-483684,ENSXETG00000030481,ENSXETG00000009382,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000061,angptl3 itgav,angptl3,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angptl3%20itgav-based-on-Pubmed-ID-11877390-in-frog,angptl3 (angpt5),"itgav (itgav-b, itgav-a)",XB-GENE-6258790,XB-GENE-488969,ENSXETG00000010849,ENSXETG00000013317,ANGPTL3 (ANGPT5),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000062,angptl3 itgb3,angptl3,itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-angptl3%20itgb3-based-on-Pubmed-ID-11877390-in-frog,angptl3 (angpt5),"itgb3 (cd61, gp3a)",XB-GENE-6258790,XB-GENE-1009964,ENSXETG00000010849,ENSXETG00000019163,ANGPTL3 (ANGPT5),"ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB15:0000063,anxa1 cmklr1,anxa1,cmklr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-anxa1%20cmklr1-based-on-Pubmed-ID-10882119-in-frog,"anxa1 (anx1, lpc1, lipocortin 1, annexin A1, anxa1.1)","cmklr1 (dez, chemr23, chemerinr)",XB-GENE-977623,XB-GENE-988288,ENSXETG00000027478,ENSXETG00000011474,"ANXA1 (ANX1, LPC1)","FPR1 (FPR, FMLP)","secreted, cell membrane",cell membrane
CDB15:0000064,anxa1 cmklr1,anxa1,cmklr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-anxa1%20cmklr1-based-on-Pubmed-ID-12368905,%2012560218,%2016278303-in-frog","anxa1 (anx1, lpc1, lipocortin 1, annexin A1, anxa1.1)","cmklr1 (dez, chemr23, chemerinr)",XB-GENE-977623,XB-GENE-988288,ENSXETG00000027478,ENSXETG00000011474,"ANXA1 (ANX1, LPC1)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB15:0000065,anxa1 cmklr1,anxa1,cmklr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-anxa1%20cmklr1-based-on-Pubmed-ID-15187149-in-frog,"anxa1 (anx1, lpc1, lipocortin 1, annexin A1, anxa1.1)","cmklr1 (dez, chemr23, chemerinr)",XB-GENE-977623,XB-GENE-988288,ENSXETG00000027478,ENSXETG00000011474,"ANXA1 (ANX1, LPC1)","FPR3 (FPRL2, FPRH1, FMLPY, RMLP-R-I)","secreted, cell membrane",cell membrane
CDB15:0000066,apln aplnr,apln,aplnr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apln%20aplnr-based-on-Pubmed-ID-10617103,%2010777510,%2011336787,%2012603839,%2012939143,%2015341513,%209792798-in-frog","apln (Xapelin, preproapelin, apelin, apln-a, apln-b)","aplnr (apj, apjr, hg11, X-msr, msr, Xmsr, angio1, Xangio1, agtrl1, aplnr-a, aplnr-b)",XB-GENE-478202,XB-GENE-6456077,ENSXETG00000048353,,"APLN (apelin, XNPEP2)","APLNR (AGTRL1, FLJ90771, APJ, APJR)",secreted,cell membrane
CDB15:0000067,apob ldlr,apob,ldlr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apob%20ldlr-based-on-Pubmed-ID-11327878,%2012031600-in-frog","apob (apolipoprotein B, fldb, ldlcq4)","ldlr (fhc, ldlcq2, ldlr-a, ldlr-b)",XB-GENE-5872780,XB-GENE-962372,ENSXETG00000045691,ENSXETG00000009352,APOB (ApoB-100),LDLR (LDLCQ2),"secreted, cell membrane",cell membrane
CDB15:0000068,apob lrp2,apob,lrp2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apob%20lrp2-based-on-Pubmed-ID-10330424-in-frog,"apob (apolipoprotein B, fldb, ldlcq4)","lrp2 (megalin, dbs, gp330)",XB-GENE-5872780,XB-GENE-486052,ENSXETG00000045691,ENSXETG00000016214,APOB (ApoB-100),"LRP2 (gp330, DBS)","secreted, cell membrane",cell membrane
CDB15:0000069,apob lrp6,apob,lrp6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apob%20lrp6-based-on-Pubmed-ID-18948618-in-frog,"apob (apolipoprotein B, fldb, ldlcq4)","lrp6 (Xlrp6, adcad2, lrp6-a, lrp6-b, LOC108712563)",XB-GENE-5872780,XB-GENE-481820,ENSXETG00000045691,ENSXETG00000008917,APOB (ApoB-100),LRP6 (ADCAD2),"secreted, cell membrane",cell membrane
CDB15:0000070,apob peli2,apob,peli2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apob%20peli2-based-on-Pubmed-ID-9763524-in-frog,"apob (apolipoprotein B, fldb, ldlcq4)","peli2 (xpellino2, pellino2)",XB-GENE-5872780,XB-GENE-951139,ENSXETG00000045691,ENSXETG00000015696,APOB (ApoB-100),"OLR1 (LOX-1, SCARE1, CLEC8A)","secreted, cell membrane",cell membrane
CDB15:0000072,apoe ldlr,apoe,ldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20ldlr-based-on-Pubmed-ID-12036962-in-frog,"apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)","ldlr (fhc, ldlcq2, ldlr-a, ldlr-b)",XB-GENE-853213,XB-GENE-962372,ENSXETG00000035511,ENSXETG00000009352,APOE (AD2),LDLR (LDLCQ2),secreted,cell membrane
CDB15:0000073,apoe lrp1,apoe,lrp1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20lrp1-based-on-Pubmed-ID-22622580,%202779654,%2031677479-in-frog","apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)","lrp1 (cd91, lrp, apr, a2mr, apoer, tgfbr5, igfbp3r)",XB-GENE-853213,XB-GENE-479843,ENSXETG00000035511,ENSXETG00000010934,APOE (AD2),"LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)",secreted,cell membrane
CDB15:0000074,apoe lrp2,apoe,lrp2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20lrp2-based-on-Pubmed-ID-11421580-in-frog,"apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)","lrp2 (megalin, dbs, gp330)",XB-GENE-853213,XB-GENE-486052,ENSXETG00000035511,ENSXETG00000016214,APOE (AD2),"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000075,apoe lrp5,apoe,lrp5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20lrp5-based-on-Pubmed-ID-9832610-in-frog,"apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)","lrp5 (Xlrp5, hbm, lr3, ops, evr1, evr4, lrp7, oppg, bmnd1, opta1, vbch2)",XB-GENE-853213,XB-GENE-485117,ENSXETG00000035511,ENSXETG00000010024,APOE (AD2),"LRP5 (LRP7, OPPG, EVR1, LR3, BMND1, HBM, OPS, OPTA1, VBCH2, EVR4)",secreted,cell membrane
CDB15:0000076,apoe lrp8,apoe,lrp8,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20lrp8-based-on-Pubmed-ID-12167620,%2012950167-in-frog","apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)",lrp8,XB-GENE-853213,XB-GENE-980035,ENSXETG00000035511,ENSXETG00000008073,APOE (AD2),"LRP8 (APOER2, MCI1, LRP-8, HSZ75190)",secreted,cell membrane
CDB15:0000077,apoe scarb1,apoe,scarb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20scarb1-based-on-Pubmed-ID-12138091-in-frog,"apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)",scarb1 (srb1),XB-GENE-853213,XB-GENE-494666,ENSXETG00000035511,ENSXETG00000001195,APOE (AD2),"SCARB1 (CD36L1, SRB1, CLA-1, CLA1, SR-BI)",secreted,cell membrane
CDB15:0000078,apoe sorl1,apoe,sorl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20sorl1-based-on-Pubmed-ID-11294867-in-frog,"apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)","sorl1 (lr11, lrp9, gp250, sorla-1, sorla)",XB-GENE-853213,XB-GENE-995776,ENSXETG00000035511,ENSXETG00000016937,APOE (AD2),"SORL1 (C11orf32, gp250, LR11, LRP9, SorLA, SorLA-1)",secreted,cell membrane
CDB15:0000079,apoe vldlr,apoe,vldlr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-apoe%20vldlr-based-on-Pubmed-ID-12167620-in-frog,"apoe (lpg, ldlcq5, apolipoprotein E, apo-e, ad2)",vldlr (vitellogenin receptor),XB-GENE-853213,XB-GENE-971958,ENSXETG00000035511,ENSXETG00000011709,APOE (AD2),"VLDLR (CARMQ1, CHRMQ1, VLDLRCH)",secreted,cell membrane
CDB15:0000080,app cd74,app,cd74,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-app%20cd74-based-on-Pubmed-ID-19849849,%2039351084-in-frog","app (beta-amyloid precursor protein, MGC88882)",cd74,XB-GENE-479154,XB-GENE-922847,ENSXETG00000013612,ENSXETG00000011877,"APP (AD1, alpha-sAPP)","CD74 (DHLAG, CLIP)","secreted, cell membrane",cell membrane
CDB15:0000081,app cmklr1,app,cmklr1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-app%20cmklr1-based-on-Pubmed-ID-11160457,%2011316806-in-frog","app (beta-amyloid precursor protein, MGC88882)","cmklr1 (dez, chemr23, chemerinr)",XB-GENE-479154,XB-GENE-988288,ENSXETG00000013612,ENSXETG00000011474,"APP (AD1, alpha-sAPP)","FPR2 (FPRL1, LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR, ALX)","secreted, cell membrane",cell membrane
CDB15:0000082,app gpc1,app,gpc1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-app%20gpc1-based-on-Pubmed-ID-15084524-in-frog,"app (beta-amyloid precursor protein, MGC88882)",gpc1 (glypican),XB-GENE-479154,XB-GENE-964661,ENSXETG00000013612,ENSXETG00000003037,"APP (AD1, alpha-sAPP)",GPC1 (glypican),"secreted, cell membrane",cell membrane
CDB15:0000083,app lrp1,app,lrp1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-app%20lrp1-based-on-Pubmed-ID-12212791,%207543026-in-frog","app (beta-amyloid precursor protein, MGC88882)","lrp1 (cd91, lrp, apr, a2mr, apoer, tgfbr5, igfbp3r)",XB-GENE-479154,XB-GENE-479843,ENSXETG00000013612,ENSXETG00000010934,"APP (AD1, alpha-sAPP)","LRP1 (APR, A2MR, LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R)","secreted, cell membrane",cell membrane
CDB15:0000084,areg egfr,areg,egfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-areg%20egfr-based-on-Pubmed-ID-10085134,%202466334-in-frog",areg (LOC108711064),"egfr (erbb, erbb1, her1, XEgfr)",XB-GENE-22061202,XB-GENE-6067152,ENSXETG00000033272,ENSXETG00000015826,"AREG (SDGF, AREGB, AR, CRDGF)","EGFR (ERBB, ERBB1, ERRP)","secreted, cell membrane",cell membrane
CDB15:0000085,artn gfra1,artn,gfra1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-artn%20gfra1-based-on-Pubmed-ID-9883723-in-frog,artn,"gfra1 (LOC108696016, LOC108697312)",XB-GENE-940876,XB-GENE-1013855,ENSXETG00000041248,ENSXETG00000048596,"ARTN (NBN, EVN, ENOVIN)","GFRA1 (GDNFRA, RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1)",secreted,cell membrane
CDB15:0000086,artn gfra3,artn,gfra3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-artn%20gfra3-based-on-Pubmed-ID-30853893,%209883723-in-frog",artn,gfra3,XB-GENE-940876,XB-GENE-988962,ENSXETG00000041248,ENSXETG00000006712,"ARTN (NBN, EVN, ENOVIN)",GFRA3 (GFRa-3),secreted,cell membrane
CDB15:0000087,artn ret,artn,ret,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-artn%20ret-based-on-Pubmed-ID-30853893,%209883723-in-frog",artn,"ret (X-ret, c-ret, cret, xret)",XB-GENE-940876,XB-GENE-485176,ENSXETG00000041248,ENSXETG00000005422,"ARTN (NBN, EVN, ENOVIN)","RET (HSCR1, MEN2A, MTC1, MEN2B, PTC, CDHF12, RET51, CDHR16)",secreted,cell membrane
CDB15:0000088,asip atrn,asip,atrn,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-asip%20atrn-based-on-Pubmed-ID-11137996-in-frog,"asip (LOC121398138, LOC121399044)",atrn,XB-GENE-29209112,XB-GENE-953934,ENSXETG00000044164,ENSXETG00000004357,"ASIP (AGTIL, ASP)","ATRN (DPPT-L, MGCA)",secreted,cell membrane
CDB15:0000089,asip mc1r,asip,mc1r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-asip%20mc1r-based-on-Pubmed-ID-9058374-in-frog,"asip (LOC121398138, LOC121399044)",mc1r (LOC121403015),XB-GENE-29209112,XB-GENE-1018418,ENSXETG00000044164,ENSXETG00000041570,"ASIP (AGTIL, ASP)",MC1R (MSH-R),secreted,cell membrane
CDB15:0000090,asip mc2r,asip,mc2r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-asip%20mc2r-based-on-Pubmed-ID-9058374-in-frog,"asip (LOC121398138, LOC121399044)",mc2r,XB-GENE-29209112,XB-GENE-484146,ENSXETG00000044164,ENSXETG00000039003,"ASIP (AGTIL, ASP)",MC2R (ACTHR),secreted,cell membrane
CDB15:0000091,asip mc3r,asip,mc3r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-asip%20mc3r-based-on-Pubmed-ID-9058374-in-frog,"asip (LOC121398138, LOC121399044)",mc3r,XB-GENE-29209112,XB-GENE-986713,ENSXETG00000044164,ENSXETG00000048875,"ASIP (AGTIL, ASP)",MC3R (MC3),secreted,cell membrane
CDB15:0000092,asip mc4r,asip,mc4r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-asip%20mc4r-based-on-Pubmed-ID-9058374-in-frog,"asip (LOC121398138, LOC121399044)",mc4r,XB-GENE-29209112,XB-GENE-960722,ENSXETG00000044164,ENSXETG00000040571,"ASIP (AGTIL, ASP)",MC4R,secreted,cell membrane
CDB15:0000093,asip mc5r,asip,mc5r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-asip%20mc5r-based-on-Pubmed-ID-9058374-in-frog,"asip (LOC121398138, LOC121399044)",mc5r,XB-GENE-29209112,XB-GENE-961178,ENSXETG00000044164,ENSXETG00000027297,"ASIP (AGTIL, ASP)",MC5R,secreted,cell membrane
CDB15:0000094,avp avpr1a,avp,avpr1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-avp%20avpr1a-based-on-Pubmed-ID-10519430,%2010780976,%2010866830,%2012446593,%2015084136,%201560825,%2016158071,%208106369,%209264324,%209322919,%209334232,%209459574,%209864265,%209884074-in-frog","avp (vasotocin, neurophysin 2, copeptin, neurohypophyseal, adh, arvp, avrp, avp-npii, vasopressin)",avpr1a (avpr1),XB-GENE-478869,XB-GENE-482551,ENSXETG00000043236,ENSXETG00000018781,"AVP (ARVP, ADH)",AVPR1A (AVPR1),secreted,cell membrane
CDB15:0000095,avp avpr1b,avp,avpr1b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-avp%20avpr1b-based-on-Pubmed-ID-10519430,%2010780976,%2012446593,%2015084136,%2016158071,%207929452,%209264324,%209322919,%209459574,%209864265,%209884074-in-frog","avp (vasotocin, neurophysin 2, copeptin, neurohypophyseal, adh, arvp, avrp, avp-npii, vasopressin)",avpr1b,XB-GENE-478869,XB-GENE-481094,ENSXETG00000043236,ENSXETG00000005930,"AVP (ARVP, ADH)","AVPR1B (AVPR3, V1bR, VPR3)",secreted,cell membrane
CDB15:0000096,avp avpr2,avp,avpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-avp%20avpr2-based-on-Pubmed-ID-10519430,%2010780976,%2011012895,%2012446593,%2015084136,%2016158071,%207774575,%209264324,%209322919,%209459574,%209864265,%209884074-in-frog","avp (vasotocin, neurophysin 2, copeptin, neurohypophyseal, adh, arvp, avrp, avp-npii, vasopressin)",avpr2 (avpr2a),XB-GENE-478869,XB-GENE-482287,ENSXETG00000043236,ENSXETG00000014233,"AVP (ARVP, ADH)","AVPR2 (DIR3, DIR, V2R)",secreted,cell membrane
CDB15:0000097,avp oxtr,avp,oxtr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-avp%20oxtr-based-on-Pubmed-ID-12446593,%2015084136,%2016158071,%208955347-in-frog","avp (vasotocin, neurophysin 2, copeptin, neurohypophyseal, adh, arvp, avrp, avp-npii, vasopressin)",oxtr,XB-GENE-478869,XB-GENE-484840,ENSXETG00000043236,ENSXETG00000001441,"AVP (ARVP, ADH)",OXTR (OTR),secreted,cell membrane
CDB15:0000100,bdnf ngfr,bdnf,ngfr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bdnf%20ngfr-based-on-Pubmed-ID-15930396,%202157470-in-frog","bdnf (bdnf-a, bdnf-b, LOC108715060)","ngfr (p75NTR, p75NTRb, p75NTRa)",XB-GENE-955554,XB-GENE-977685,ENSXETG00000049139,ENSXETG00000046328,BDNF,"NGFR (TNFRSF16, CD271, p75NTR)",secreted,cell membrane
CDB15:0000101,bdnf ntrk2,bdnf,ntrk2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bdnf%20ntrk2-based-on-Pubmed-ID-7644540,%207679912,%209312147-in-frog","bdnf (bdnf-a, bdnf-b, LOC108715060)","ntrk2 (trkb, xtrkb, ntrk2-a, ntrk2-b)",XB-GENE-955554,XB-GENE-922932,ENSXETG00000049139,ENSXETG00000011726,BDNF,NTRK2 (TRKB),secreted,cell membrane
CDB15:0000102,bgn tlr2,bgn,tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bgn%20tlr2-based-on-Pubmed-ID-16025156-in-frog,"bgn (biglycan, PGI, xbgn, dspg1, pg-s1, slrr1a)","tlr2 (LOC108706656, LOC108699311)",XB-GENE-1003139,XB-GENE-481145,ENSXETG00000012934,ENSXETG00000044682,"BGN (DSPG1, SLRR1A)","TLR2 (TIL4, CD282)",secreted,cell membrane
CDB15:0000103,bgn iqgap3,bgn,iqgap3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bgn%20iqgap3-based-on-Pubmed-ID-16025156-in-frog,"bgn (biglycan, PGI, xbgn, dspg1, pg-s1, slrr1a)",iqgap3,XB-GENE-1003139,XB-GENE-493015,ENSXETG00000012934,ENSXETG00000020384,"BGN (DSPG1, SLRR1A)","TLR4 (hToll, CD284, TLR-4, ARMD10)",secreted,cell membrane
CDB15:0000104,bmp10 acvr2a,bmp10,acvr2a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20acvr2a-based-on-Pubmed-ID-16049014,%2022718755,%2035643319-in-frog",bmp10,"acvr2a (XAR7, XSTK9, acvr2, actrii)",XB-GENE-478875,XB-GENE-484012,ENSXETG00000047530,ENSXETG00000021720,BMP10,"ACVR2A (ACVR2, ACTRII)",secreted,cell membrane
CDB15:0000105,bmp10 acvr2b,bmp10,acvr2b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20acvr2b-based-on-Pubmed-ID-22718755-in-frog,bmp10,"acvr2b (activin type IIB receptor, XAR1, actriib, actr-iib)",XB-GENE-478875,XB-GENE-484248,ENSXETG00000047530,ENSXETG00000020999,BMP10,ACVR2B (ActR-IIB),secreted,cell membrane
CDB15:0000106,bmp10 acvrl1,bmp10,acvrl1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20acvrl1-based-on-Pubmed-ID-17068149,%2022718755,%2032238803-in-frog",bmp10,"acvrl1 (alk1, alk-1, hht2, orw2, skr3, tsr-i, acvrlk1)",XB-GENE-478875,XB-GENE-484224,ENSXETG00000047530,ENSXETG00000031897,BMP10,"ACVRL1 (ACVRLK1, ORW2, HHT2, ALK1, HHT)",secreted,cell membrane
CDB15:0000107,bmp10 bmpr1a,bmp10,bmpr1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20bmpr1a-based-on-Pubmed-ID-16049014-in-frog,bmp10,"bmpr1a (alk3, alk-3, skr5, cd292, acvrlk3)",XB-GENE-478875,XB-GENE-485616,ENSXETG00000047530,ENSXETG00000003655,BMP10,"BMPR1A (ACVRLK3, ALK3, CD292)",secreted,cell membrane
CDB15:0000108,bmp10 bmpr1b,bmp10,bmpr1b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20bmpr1b-based-on-Pubmed-ID-16049014-in-frog,bmp10,"bmpr1b (alk6, alk-6)",XB-GENE-478875,XB-GENE-483455,ENSXETG00000047530,ENSXETG00000019220,BMP10,"BMPR1B (ALK6, CDw293)",secreted,cell membrane
CDB15:0000109,bmp10 bmpr2,bmp10,bmpr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20bmpr2-based-on-Pubmed-ID-16049014,%2022718755,%2035643319-in-frog",bmp10,"bmpr2 (XBMPR-II, bmprii, BmprII, bmr2, pph1, bmpr3, brk-3, t-alk, bmpr-ii)",XB-GENE-478875,XB-GENE-479990,ENSXETG00000047530,ENSXETG00000022074,BMP10,"BMPR2 (PPH1, BRK-3, T-ALK, BMPR3, BMPR-II)",secreted,cell membrane
CDB15:0000110,bmp10 eng,bmp10,eng,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp10%20eng-based-on-Pubmed-ID-21737454-in-frog,bmp10,"eng (cd105, LOC108705033, LOC108700515)",XB-GENE-478875,XB-GENE-22068377,ENSXETG00000047530,ENSXETG00000040084,BMP10,"ENG (ORW1, ORW, END, HHT1, CD105)",secreted,cell membrane
CDB15:0000111,bmp15 acvr1,bmp15,acvr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-bmp15%20acvr1-based-on-Pubmed-ID-12419820-in-frog,bmp15 (gdf9b),"acvr1 (alk2, alk-2, fop, skr1, tsri, actri, acvr1a, acvrlk2, sax, alk8, acvr1-b, acvr1-a, XAR4)",XB-GENE-479299,XB-GENE-478850,ENSXETG00000022583,ENSXETG00000010380,BMP15 (GDF9B),"ACVR1 (ACVRLK2, SKR1, ALK2, ACVR1A)",secreted,cell membrane
